sourceaddress,destinationaddress,destinationport,geocity,countrycode
"80.82.70.228","162.92.128.207","3000","Anse aux Pins","SC"
"34.140.248.32","10.245.8.189","80","UNKNOWN","US"
"172.19.4.37","35.160.171.157","443","unknown","unknown"
"162.92.191.80","20.189.173.13","443","UNKNOWN","US"
"172.58.31.192","162.92.181.77","443","Fontana","US"
"165.225.230.115","162.92.181.11","443","UNKNOWN","US"
"92.63.197.83","162.92.181.9","3398","UNKNOWN","RU"
"172.19.5.177","96.16.55.99","443","unknown","unknown"
"162.92.191.84","146.112.55.6","443","UNKNOWN","US"
"172.19.4.223","17.248.188.73","443","unknown","unknown"
"174.26.27.121","162.92.177.7","443","UNKNOWN","US"
"92.63.197.83","162.92.128.97","3393","UNKNOWN","RU"
"162.92.191.83","142.250.77.34","443","UNKNOWN","US"
"154.16.105.101","162.92.181.77","443","Phoenix","US"
"23.210.209.63","10.244.8.217","443","UNKNOWN","US"
"12.246.130.130","162.92.181.77","443","Anaheim","US"
"96.2.73.185","162.92.181.77","443","Moorhead","US"
"172.20.9.9","20.83.81.164","443","unknown","unknown"
"69.31.121.21","10.244.8.217","443","UNKNOWN","US"
"222.186.19.235","162.92.128.21","81","UNKNOWN","CN"
"172.19.4.82","54.201.174.152","443","unknown","unknown"
"170.140.104.26","162.92.181.77","443","Atlanta","US"
"76.4.39.250","162.92.181.77","443","Malakoff","US"
"189.136.78.101","162.92.181.77","443","Mexico City","MX"
"67.166.101.29","162.92.181.77","443","Salt Lake City","US"
"70.93.15.34","162.92.181.77","80","Yuma","US"
"76.10.67.146","162.92.181.77","443","Fargo","US"
"89.248.172.16","162.92.128.171","84","UNKNOWN","NL"
"92.63.197.83","162.92.128.160","3393","UNKNOWN","RU"
"89.248.165.52","162.92.128.83","4153","UNKNOWN","NL"
"89.248.169.12","162.92.128.104","5900","UNKNOWN","NL"
"162.92.191.71","50.205.244.22","123","UNKNOWN","US"
"144.46.112.12","162.92.181.77","443","UNKNOWN","US"
"162.92.191.71","194.177.210.54","123","UNKNOWN","US"
"24.59.115.209","162.92.181.77","443","East Syracuse","US"
"222.186.19.235","162.92.128.254","81","UNKNOWN","CN"
"76.114.255.142","162.92.181.77","443","Alexandria","US"
"89.248.169.12","162.92.191.34","5900","UNKNOWN","NL"
"89.248.169.12","162.92.128.108","5900","UNKNOWN","NL"
"89.248.165.52","162.92.128.164","7302","UNKNOWN","NL"
"172.19.4.74","3.215.231.251","443","unknown","unknown"
"89.248.169.12","162.92.128.2","5900","UNKNOWN","NL"
"47.184.58.37","162.92.177.12","443","Carrollton","US"
"172.19.5.220","44.224.228.96","443","unknown","unknown"
"172.20.17.39","185.46.212.88","9400","unknown","unknown"
"172.19.4.113","172.19.4.113","8443","unknown","unknown"
"92.63.197.83","162.92.128.236","3416","UNKNOWN","RU"
"66.240.205.34","10.97.124.162","80","Henderson","US"
"172.20.9.144","23.33.40.151","443","unknown","unknown"
"92.63.197.83","162.92.181.15","3401","UNKNOWN","RU"
"104.206.128.62","162.92.181.73","9418","Las Vegas","US"
"206.80.128.70","162.92.181.77","443","Bloomington","US"
"185.173.35.25","162.92.128.217","3333","UNKNOWN","DE"
"89.248.168.112","162.92.128.102","9080","UNKNOWN","NL"
"92.63.197.83","162.92.128.17","3390","UNKNOWN","RU"
"40.76.162.99","13.86.136.241","4432","Washington","US"
"61.219.11.151","162.92.180.70","80","Taipei","TW"
"104.140.188.14","162.92.128.190","873","Las Vegas","US"
"172.19.4.197","17.248.188.139","443","unknown","unknown"
"172.19.4.151","52.70.101.206","443","unknown","unknown"
"89.248.165.52","162.92.191.74","8086","UNKNOWN","NL"
"172.19.5.220","107.23.190.127","443","unknown","unknown"
"172.19.4.180","17.248.188.108","443","unknown","unknown"
"97.124.231.214","162.92.177.7","443","Scottsdale","US"
"172.19.4.205","54.200.249.58","443","unknown","unknown"
"46.148.20.13","162.92.181.5","10055","Kyiv","UA"
"162.92.191.85","20.42.65.89","443","UNKNOWN","US"
"80.82.77.139","162.92.128.200","27015","UNKNOWN","NL"
"172.19.5.47","54.239.29.0","443","unknown","unknown"
"92.118.160.29","162.92.191.82","18080","UNKNOWN","LT"
"72.211.26.18","162.92.181.77","443","Newport Beach","US"
"162.92.191.87","52.182.141.63","443","UNKNOWN","US"
"98.122.170.33","162.92.181.77","443","Holly Springs","US"
"80.82.77.139","162.92.181.71","6633","UNKNOWN","NL"
"24.191.5.221","162.92.181.77","443","The Bronx","US"
"108.52.57.73","162.92.181.77","443","Springfield","US"
"172.19.5.242","23.63.43.79","443","unknown","unknown"
"162.92.191.82","52.178.17.3","443","UNKNOWN","US"
"92.63.197.83","162.92.128.185","3393","UNKNOWN","RU"
"162.92.191.84","184.26.157.82","443","UNKNOWN","US"
"34.77.162.14","162.92.180.71","137","UNKNOWN","US"
"92.63.197.83","162.92.128.43","3390","UNKNOWN","RU"
"92.63.197.83","162.92.128.90","3390","UNKNOWN","RU"
"222.186.19.235","162.92.128.201","81","UNKNOWN","CN"
"162.92.191.82","142.250.65.74","443","UNKNOWN","US"
"172.19.4.239","63.251.109.131","443","unknown","unknown"
"173.255.215.186","162.92.128.12","138","Fremont","US"
"98.161.195.117","162.92.181.36","443","Scottsdale","US"
"104.140.188.14","162.92.128.53","1234","Las Vegas","US"
"172.19.5.97","17.253.5.208","80","unknown","unknown"
"172.19.4.125","52.37.186.57","443","unknown","unknown"
"107.189.8.191","10.244.8.217","80","Cheyenne","US"
"172.19.5.236","142.250.72.227","80","unknown","unknown"
"162.92.191.83","20.42.65.85","443","UNKNOWN","US"
"67.133.165.2","162.92.181.77","443","Dallas","US"
"172.20.12.58","72.30.35.88","123","unknown","unknown"
"172.20.11.82","17.253.4.253","123","unknown","unknown"
"71.60.221.79","162.92.181.77","443","Pittsburgh","US"
"169.46.101.108","162.92.181.3","8794","Irving","US"
"184.20.169.36","162.92.181.77","80","Battle Creek","US"
"178.79.146.23","162.92.128.193","138","London","GB"
"66.44.243.157","162.92.181.11","443","Mocksville","US"
"98.3.75.33","162.92.181.77","443","Batavia","US"
"192.145.119.41","162.92.181.77","443","UNKNOWN","DE"
"172.19.4.74","54.148.161.66","443","unknown","unknown"
"162.92.191.71","185.177.150.85","123","UNKNOWN","US"
"172.19.4.99","17.248.188.108","443","unknown","unknown"
"172.19.5.203","35.167.45.43","443","unknown","unknown"
"172.20.16.172","185.46.212.89","9400","unknown","unknown"
"45.137.21.134","10.97.124.224","80","UNKNOWN","NL"
"92.63.197.83","162.92.128.153","3392","UNKNOWN","RU"
"104.206.128.58","162.92.128.38","8085","Las Vegas","US"
"97.83.188.157","162.92.181.77","443","Stevens Point","US"
"54.156.90.147","162.92.181.11","443","Ashburn","US"
"45.137.21.134","10.244.9.185","80","UNKNOWN","NL"
"162.92.191.71","162.159.200.1","123","UNKNOWN","US"
"92.63.197.83","162.92.128.107","3400","UNKNOWN","RU"
"172.19.4.74","35.161.220.210","443","unknown","unknown"
"107.77.224.181","162.92.181.77","443","Brooklyn","US"
"172.20.17.226","10.194.5.29","80","unknown","unknown"
"92.63.197.83","162.92.128.96","3403","UNKNOWN","RU"
"172.19.4.71","52.96.18.178","443","unknown","unknown"
"162.92.191.80","44.239.164.41","443","UNKNOWN","US"
"162.92.191.82","38.111.219.30","443","UNKNOWN","US"
"172.20.12.58","45.55.58.103","123","unknown","unknown"
"190.53.31.9","162.92.181.77","443","San Salvador","SV"
"180.105.216.246","10.97.124.115","80","UNKNOWN","CN"
"66.36.234.42","162.92.181.173","5060","Kansas City","US"
"68.80.52.46","10.245.8.56","80","King of Prussia","US"
"108.92.61.163","162.92.181.77","80","Belleville","US"
"172.20.12.95","52.96.165.66","443","unknown","unknown"
"162.92.191.85","184.25.56.75","80","UNKNOWN","US"
"172.20.16.255","17.253.4.125","123","unknown","unknown"
"172.19.5.208","17.253.17.212","80","unknown","unknown"
"172.19.5.5","17.248.188.100","443","unknown","unknown"
"200.35.146.167","10.245.9.118","80","unknown","unknown"
"172.58.203.193","162.92.181.77","443","Philadelphia","US"
"89.248.165.52","162.92.128.225","7302","UNKNOWN","NL"
"172.19.5.39","40.79.189.58","443","unknown","unknown"
"162.92.191.87","20.189.173.6","443","UNKNOWN","US"
"67.190.132.244","162.92.181.77","443","Aspen","US"
"40.94.87.53","162.92.181.77","443","Amsterdam","NL"
"89.248.165.52","162.92.128.172","8086","UNKNOWN","NL"
"162.92.191.86","20.50.80.210","443","UNKNOWN","US"
"23.213.54.189","10.244.9.27","443","Dallas","US"
"192.144.113.26","10.244.8.69","80","UNKNOWN","PE"
"162.92.191.80","146.112.55.106","443","UNKNOWN","US"
"69.143.168.73","162.92.181.77","443","Bethesda","US"
"135.0.146.19","162.92.181.77","443","Scarborough","CA"
"172.19.4.105","17.253.17.211","80","unknown","unknown"
"172.19.5.26","142.250.72.227","80","unknown","unknown"
"162.92.191.86","13.107.227.57","443","UNKNOWN","US"
"182.35.249.211","187.141.182.201","123","UNKNOWN","CN"
"172.19.5.220","18.215.56.200","443","unknown","unknown"
"162.92.191.81","18.235.29.100","443","UNKNOWN","US"
"174.82.108.191","162.92.181.77","443","Hurst","US"
"172.19.4.27","142.250.72.227","80","unknown","unknown"
"45.36.35.242","162.92.181.77","443","Winston-Salem","US"
"89.248.169.12","162.92.128.181","5900","UNKNOWN","NL"
"162.92.191.84","104.86.106.93","443","UNKNOWN","US"
"66.36.234.42","162.92.181.112","5060","Kansas City","US"
"191.102.197.37","162.92.181.77","443","MedellÃ­n","CO"
"92.63.197.83","162.92.181.27","3392","UNKNOWN","RU"
"172.58.200.149","162.92.181.77","443","Philadelphia","US"
"172.20.8.163","17.248.191.168","443","unknown","unknown"
"50.81.244.93","162.92.181.77","443","Clinton","US"
"108.17.159.119","162.92.181.77","80","Virginia Beach","US"
"172.19.5.194","17.248.174.18","443","unknown","unknown"
"89.248.165.52","162.92.128.241","57114","UNKNOWN","NL"
"92.118.160.49","162.92.128.48","445","UNKNOWN","LT"
"162.92.191.83","35.165.247.237","443","UNKNOWN","US"
"162.142.125.219","10.244.8.208","80","UNKNOWN","US"
"172.19.4.89","17.248.188.75","443","unknown","unknown"
"69.31.138.101","10.242.126.73","443","UNKNOWN","US"
"89.248.168.112","162.92.128.205","9080","UNKNOWN","NL"
"172.19.5.151","104.254.148.83","443","unknown","unknown"
"47.229.140.215","162.92.181.77","443","UNKNOWN","US"
"108.78.212.234","162.92.181.77","443","Charlotte","US"
"92.63.197.83","162.92.128.10","3390","UNKNOWN","RU"
"172.19.4.141","17.248.188.173","443","unknown","unknown"
"124.104.113.36","162.92.181.77","443","Cainta","PH"
"96.58.190.224","162.92.181.77","443","St. Petersburg","US"
"98.170.232.181","162.92.181.77","443","Niceville","US"
"172.20.16.246","20.50.73.9","443","unknown","unknown"
"98.177.60.89","162.92.181.77","443","UNKNOWN","US"
"162.92.191.80","23.62.230.93","80","UNKNOWN","US"
"96.232.104.152","162.92.181.77","443","Brooklyn","US"
"172.20.15.64","35.166.74.152","443","unknown","unknown"
"45.137.21.134","10.234.20.17","80","UNKNOWN","NL"
"166.137.118.21","162.92.181.77","80","Dallas","US"
"144.243.152.9","162.92.69.17","3022","UNKNOWN","US"
"169.61.185.120","162.92.181.3","8789","UNKNOWN","US"
"71.6.232.6","187.141.182.195","123","Henderson","US"
"92.118.161.21","162.92.128.242","3000","UNKNOWN","LT"
"104.140.188.6","162.92.191.39","2323","Las Vegas","US"
"104.190.153.174","162.92.177.7","443","Roanoke","US"
"96.6.117.35","10.194.8.112","443","UNKNOWN","US"
"23.210.209.63","10.245.8.76","443","UNKNOWN","US"
"68.205.108.199","162.92.181.77","443","Oviedo","US"
"185.173.35.57","162.92.180.71","8991","UNKNOWN","DE"
"162.92.191.81","78.46.19.231","443","UNKNOWN","US"
"162.92.191.88","184.29.136.135","443","UNKNOWN","US"
"24.33.229.145","162.92.181.77","443","Hilliard","US"
"45.36.139.208","162.92.181.11","443","Winston-Salem","US"
"72.107.26.159","162.92.181.77","443","UNKNOWN","US"
"61.219.11.151","162.92.128.251","1604","Taipei","TW"
"12.207.245.29","162.92.181.77","443","Chicago","US"
"89.248.168.112","162.92.128.226","9080","UNKNOWN","NL"
"172.19.5.7","20.50.73.10","443","unknown","unknown"
"23.251.102.74","10.244.8.217","80","Los Angeles","US"
"92.118.160.9","162.92.181.69","5905","UNKNOWN","LT"
"12.42.210.178","162.92.181.77","443","Germantown","US"
"179.217.26.89","162.92.181.77","80","VitÃ³ria","BR"
"27.159.150.5","10.245.8.67","80","Ningde","CN"
"92.118.161.9","162.92.128.17","139","UNKNOWN","LT"
"172.19.5.220","142.251.46.162","443","unknown","unknown"
"69.194.182.218","10.245.8.104","80","Texarkana","US"
"75.105.35.198","162.92.181.77","80","New York","US"
"162.92.191.88","142.251.46.234","443","UNKNOWN","US"
"172.20.13.12","17.253.4.253","123","unknown","unknown"
"169.62.152.41","162.92.181.3","8788","UNKNOWN","US"
"172.91.202.137","162.92.181.77","443","Valencia","US"
"182.35.249.211","187.141.182.207","123","UNKNOWN","CN"
"162.92.191.83","146.112.239.202","443","UNKNOWN","US"
"172.19.4.32","31.13.70.7","443","unknown","unknown"
"185.173.35.41","162.92.128.139","50070","UNKNOWN","DE"
"46.148.20.13","162.92.128.240","10055","Kyiv","UA"
"89.248.172.16","162.92.177.8","8880","UNKNOWN","NL"
"68.80.52.46","10.234.148.14","80","King of Prussia","US"
"172.19.5.5","17.248.188.141","443","unknown","unknown"
"92.63.197.83","162.92.128.107","3391","UNKNOWN","RU"
"172.19.4.24","17.253.5.208","80","unknown","unknown"
"162.92.191.88","34.231.195.193","443","UNKNOWN","US"
"97.103.163.232","162.92.181.77","443","Cocoa Beach","US"
"162.92.191.87","3.221.67.223","443","UNKNOWN","US"
"162.92.191.85","18.220.240.148","443","UNKNOWN","US"
"169.61.155.178","162.92.181.3","8788","UNKNOWN","US"
"209.201.15.190","10.234.20.22","80","UNKNOWN","US"
"45.137.21.134","10.245.9.154","80","UNKNOWN","NL"
"172.20.10.109","23.220.136.24","443","unknown","unknown"
"172.20.16.112","185.46.212.88","9400","unknown","unknown"
"73.230.76.150","162.92.181.77","443","Harrisburg","US"
"172.19.5.50","144.9.45.4","443","unknown","unknown"
"162.92.191.81","72.247.206.57","443","UNKNOWN","US"
"172.19.5.16","23.73.128.32","443","unknown","unknown"
"12.151.249.4","162.92.181.77","137","Chicago","US"
"172.19.5.213","17.188.137.171","443","unknown","unknown"
"23.112.40.238","162.92.181.77","443","Peachtree City","US"
"92.63.197.83","162.92.128.101","3410","UNKNOWN","RU"
"178.79.189.110","162.92.128.236","138","London","GB"
"92.118.160.9","162.92.128.60","4911","UNKNOWN","LT"
"23.210.209.63","10.245.9.118","443","UNKNOWN","US"
"80.82.70.228","162.92.181.75","1177","Anse aux Pins","SC"
"162.92.191.80","170.114.10.90","443","UNKNOWN","US"
"172.19.5.220","184.26.53.88","80","unknown","unknown"
"92.63.197.83","162.92.128.132","3392","UNKNOWN","RU"
"66.36.234.42","162.92.181.122","5060","Kansas City","US"
"52.154.172.206","162.92.181.77","80","Des Moines","US"
"185.94.111.1","162.92.181.30","179","UNKNOWN","RU"
"167.88.83.45","162.92.181.77","443","Miami","US"
"162.92.191.81","20.189.173.5","443","UNKNOWN","US"
"107.115.171.51","162.92.181.77","443","UNKNOWN","US"
"172.19.5.203","35.153.87.19","443","unknown","unknown"
"92.63.197.83","162.92.128.130","3393","UNKNOWN","RU"
"172.19.5.201","104.68.101.218","443","unknown","unknown"
"104.107.61.132","10.245.8.76","443","UNKNOWN","US"
"103.131.71.42","162.92.181.77","443","UNKNOWN","VN"
"92.63.197.83","162.92.128.133","3403","UNKNOWN","RU"
"162.92.191.84","184.29.133.85","80","UNKNOWN","US"
"45.146.165.37","10.244.9.59","80","UNKNOWN","RU"
"172.19.4.107","20.42.65.84","443","unknown","unknown"
"89.248.165.52","162.92.181.77","7302","UNKNOWN","NL"
"172.20.10.171","17.248.188.138","443","unknown","unknown"
"172.19.4.32","184.26.53.88","443","unknown","unknown"
"92.63.197.83","162.92.128.76","3410","UNKNOWN","RU"
"12.198.58.243","162.92.181.77","80","Carrollton","US"
"172.20.9.9","52.96.166.146","443","unknown","unknown"
"92.118.161.5","162.92.176.17","9418","UNKNOWN","LT"
"185.173.35.21","162.92.128.17","8082","UNKNOWN","DE"
"162.92.191.88","49.12.129.37","443","UNKNOWN","US"
"172.19.5.6","52.119.40.100","53","unknown","unknown"
"162.92.191.87","5.62.48.18","443","UNKNOWN","US"
"162.92.191.85","184.72.252.23","443","UNKNOWN","US"
"69.31.138.101","10.244.8.69","443","UNKNOWN","US"
"172.19.5.75","17.248.188.83","443","unknown","unknown"
"89.248.168.112","162.92.128.114","9080","UNKNOWN","NL"
"162.92.191.85","142.251.35.194","443","UNKNOWN","US"
"174.211.103.16","162.92.181.77","80","UNKNOWN","US"
"134.238.182.242","162.92.181.77","443","UNKNOWN","US"
"174.212.228.21","162.92.181.77","443","UNKNOWN","US"
"68.80.52.46","10.244.9.147","80","King of Prussia","US"
"32.213.123.231","162.92.181.77","80","Seymour","US"
"68.80.52.46","10.244.9.159","80","King of Prussia","US"
"68.80.52.46","10.245.8.100","80","King of Prussia","US"
"162.92.191.83","68.105.28.11","443","UNKNOWN","US"
"66.36.234.42","162.92.181.186","5060","Kansas City","US"
"99.87.195.104","162.92.177.7","443","Los Angeles","US"
"165.225.222.104","162.92.181.77","443","UNKNOWN","US"
"68.11.108.70","162.92.181.77","443","Destrehan","US"
"216.24.45.9","162.92.181.77","443","UNKNOWN","US"
"162.92.191.87","13.89.179.9","443","UNKNOWN","US"
"89.248.169.12","162.92.128.78","5900","UNKNOWN","NL"
"69.246.178.162","162.92.181.77","443","Tallahassee","US"
"172.19.4.84","96.16.55.90","443","unknown","unknown"
"162.92.191.80","52.182.143.210","443","UNKNOWN","US"
"200.35.184.122","162.92.181.77","443","UNKNOWN","GT"
"61.219.11.151","162.92.128.21","80","Taipei","TW"
"172.20.13.12","104.46.162.226","443","unknown","unknown"
"172.19.5.158","96.16.55.89","443","unknown","unknown"
"104.206.128.58","162.92.128.155","135","Las Vegas","US"
"64.98.28.121","162.92.181.77","443","UNKNOWN","US"
"172.19.4.231","51.132.193.104","443","unknown","unknown"
"35.242.149.15","162.92.128.139","139","Mountain View","US"
"92.63.197.83","162.92.128.255","3415","UNKNOWN","RU"
"69.23.220.12","162.92.181.77","80","Florence","US"
"172.19.4.192","144.9.63.225","443","unknown","unknown"
"92.63.197.83","162.92.128.113","3410","UNKNOWN","RU"
"92.118.160.41","162.92.128.115","135","UNKNOWN","LT"
"61.219.11.151","162.92.128.18","80","Taipei","TW"
"107.189.1.106","10.242.124.80","80","Roost","LU"
"73.150.26.65","162.92.181.77","443","Cranbury","US"
"45.33.101.246","10.244.9.105","443","Atlanta","US"
"23.35.71.207","10.242.124.84","443","UNKNOWN","US"
"92.63.197.83","162.92.128.98","3390","UNKNOWN","RU"
"173.13.112.238","162.92.181.77","443","Chelmsford","US"
"172.20.9.9","52.168.117.169","443","unknown","unknown"
"92.118.161.5","162.92.128.145","9418","UNKNOWN","LT"
"93.174.95.106","162.92.176.17","9306","UNKNOWN","NL"
"172.20.17.71","17.248.188.72","443","unknown","unknown"
"172.19.4.230","13.89.179.8","443","unknown","unknown"
"89.248.172.16","162.92.128.251","3128","UNKNOWN","NL"
"172.20.16.112","168.61.215.74","123","unknown","unknown"
"172.19.4.245","104.69.242.251","443","unknown","unknown"
"162.92.191.83","8.250.177.254","80","UNKNOWN","US"
"92.63.197.83","162.92.181.26","3402","UNKNOWN","RU"
"172.20.9.95","54.86.188.87","443","unknown","unknown"
"172.19.4.79","13.69.239.74","443","unknown","unknown"
"92.118.161.45","162.92.191.83","22","UNKNOWN","LT"
"47.184.216.94","162.92.177.7","443","Southlake","US"
"172.19.4.197","17.248.174.14","443","unknown","unknown"
"92.63.197.83","162.92.181.22","3418","UNKNOWN","RU"
"54.241.167.218","10.244.8.217","443","San Jose","US"
"172.20.17.68","23.50.121.136","443","unknown","unknown"
"174.193.213.174","162.92.181.77","443","Los Angeles","US"
"92.63.197.83","162.92.128.165","3392","UNKNOWN","RU"
"99.71.204.139","162.92.181.77","443","Arlington","US"
"172.19.4.223","144.9.63.31","443","unknown","unknown"
"103.139.45.232","187.216.69.229","123","Da Nang","VN"
"172.19.4.150","142.250.72.227","80","unknown","unknown"
"50.47.158.169","162.92.177.7","443","UNKNOWN","US"
"172.19.4.223","17.248.188.168","443","unknown","unknown"
"34.86.35.5","162.92.128.71","137","UNKNOWN","US"
"216.30.25.85","162.92.181.77","80","Memphis","US"
"117.158.62.74","162.92.128.87","25042","UNKNOWN","CN"
"93.174.95.106","162.92.128.237","4567","UNKNOWN","NL"
"35.242.149.15","162.92.128.147","139","Mountain View","US"
