sourceaddress,destinationaddress,destinationport,geocity,countrycode
"45.137.21.134","10.245.8.60","80","UNKNOWN","NL"
"35.242.149.15","162.92.128.247","139","Mountain View","US"
"108.188.224.112","162.92.181.77","443","Edgewater","US"
"172.19.4.69","142.250.217.142","443","unknown","unknown"
"45.37.13.82","162.92.181.11","443","Willow Springs","US"
"185.94.111.1","162.92.180.77","179","UNKNOWN","RU"
"172.19.5.170","144.9.45.4","443","unknown","unknown"
"209.67.222.10","162.92.181.77","80","UNKNOWN","US"
"162.92.191.84","142.250.217.138","443","UNKNOWN","US"
"162.92.191.71","144.34.193.110","123","UNKNOWN","US"
"34.96.130.1","162.92.128.246","137","UNKNOWN","US"
"80.82.70.228","162.92.128.42","9083","Anse aux Pins","SC"
"162.92.191.81","142.251.33.206","443","UNKNOWN","US"
"98.203.1.26","162.92.181.11","443","Fort Lauderdale","US"
"172.19.4.197","142.250.217.142","443","unknown","unknown"
"45.27.201.202","162.92.181.77","443","Austin","US"
"172.19.4.245","17.248.188.104","443","unknown","unknown"
"65.36.88.199","162.92.177.7","443","Little Elm","US"
"162.92.191.82","23.202.217.9","80","UNKNOWN","US"
"92.118.160.1","162.92.128.159","943","UNKNOWN","LT"
"117.158.62.74","162.92.128.168","25280","UNKNOWN","CN"
"172.19.14.243","162.92.191.53","443","unknown","unknown"
"74.201.147.254","162.92.181.77","443","Stamford","US"
"139.177.198.43","162.92.128.4","138","UNKNOWN","US"
"92.118.160.13","162.92.128.153","8443","UNKNOWN","LT"
"94.102.49.193","162.92.128.192","4444","UNKNOWN","NL"
"65.131.17.101","162.92.181.77","80","Rock Springs","US"
"162.92.191.86","52.182.143.208","443","UNKNOWN","US"
"172.19.4.119","142.250.72.227","80","unknown","unknown"
"172.19.4.62","17.248.174.4","443","unknown","unknown"
"172.19.5.183","17.248.188.136","443","unknown","unknown"
"89.248.168.112","162.92.128.120","9080","UNKNOWN","NL"
"172.19.4.129","142.250.72.227","80","unknown","unknown"
"96.73.12.93","162.92.181.77","443","South Jordan","US"
"172.19.5.47","17.248.188.112","443","unknown","unknown"
"185.173.35.9","162.92.128.242","1443","UNKNOWN","DE"
"199.59.177.202","162.92.181.77","443","Des Moines","US"
"162.206.91.89","162.92.181.77","443","St Louis","US"
"108.92.61.163","162.92.181.77","443","Belleville","US"
"162.92.191.88","20.50.73.10","443","UNKNOWN","US"
"162.92.191.81","20.42.73.26","443","UNKNOWN","US"
"172.19.4.245","17.248.188.73","443","unknown","unknown"
"172.19.4.99","52.52.46.81","443","unknown","unknown"
"162.92.191.81","20.50.201.195","443","UNKNOWN","US"
"162.92.191.80","20.189.173.14","443","UNKNOWN","US"
"117.158.62.74","162.92.181.6","25140","UNKNOWN","CN"
"96.6.117.35","10.244.9.97","80","UNKNOWN","US"
"172.20.10.142","10.83.10.210","443","unknown","unknown"
"104.244.78.87","10.245.8.109","80","Roost","LU"
"69.121.68.211","162.92.181.77","443","Floral Park","US"
"223.178.210.254","162.92.181.11","443","UNKNOWN","IN"
"172.19.4.196","17.248.188.109","443","unknown","unknown"
"111.13.63.84","10.245.9.110","80","UNKNOWN","CN"
"172.19.4.107","20.189.173.3","443","unknown","unknown"
"45.33.55.238","162.92.128.150","138","Fremont","US"
"92.63.197.83","162.92.177.17","3415","UNKNOWN","RU"
"172.19.5.201","17.248.188.102","443","unknown","unknown"
"23.94.186.34","10.245.8.104","80","Buffalo","US"
"68.190.240.54","162.92.181.77","443","Temple City","US"
"139.162.8.54","162.92.128.52","138","Singapore","SG"
"172.19.5.199","17.248.188.165","443","unknown","unknown"
"162.92.191.88","52.182.143.210","443","UNKNOWN","US"
"89.248.165.52","162.92.128.11","7302","UNKNOWN","NL"
"117.158.62.74","162.92.181.73","26638","UNKNOWN","CN"
"172.19.4.32","17.57.152.23","993","unknown","unknown"
"162.92.191.82","96.6.139.191","443","UNKNOWN","US"
"165.225.113.31","162.92.181.77","443","UNKNOWN","US"
"68.80.52.46","10.245.8.189","80","King of Prussia","US"
"89.248.168.112","162.92.181.36","9080","UNKNOWN","NL"
"104.125.80.12","13.86.140.20","4431","UNKNOWN","US"
"80.82.77.33","10.97.124.184","80","UNKNOWN","NL"
"104.140.188.38","162.92.181.36","18080","Las Vegas","US"
"45.61.186.172","187.216.69.232","53","Cheyenne","US"
"162.92.191.81","13.89.179.9","443","UNKNOWN","US"
"172.19.4.24","44.240.48.158","443","unknown","unknown"
"172.19.5.185","17.248.174.7","443","unknown","unknown"
"172.19.4.32","54.161.208.214","443","unknown","unknown"
"172.56.15.157","162.92.181.77","80","Houston","US"
"162.92.191.86","13.69.239.74","443","UNKNOWN","US"
"162.92.191.86","91.228.167.46","80","UNKNOWN","US"
"104.206.128.78","162.92.128.141","990","Las Vegas","US"
"89.248.165.52","162.92.181.34","4153","UNKNOWN","NL"
"162.92.191.87","146.112.239.204","443","UNKNOWN","US"
"162.92.191.87","20.189.173.2","443","UNKNOWN","US"
"24.156.7.91","162.92.181.77","443","Lake Havasu City","US"
"162.92.191.87","52.168.112.67","443","UNKNOWN","US"
"172.19.4.210","40.79.197.35","443","unknown","unknown"
"172.19.5.220","172.217.6.66","443","unknown","unknown"
"80.82.70.228","162.92.128.105","9083","Anse aux Pins","SC"
"172.19.4.245","74.125.137.109","993","unknown","unknown"
"92.63.197.83","162.92.181.37","3396","UNKNOWN","RU"
"172.19.5.183","23.59.197.102","443","unknown","unknown"
"172.105.161.246","10.242.126.40","80","Sydney","AU"
"172.115.36.4","162.92.181.77","80","Chino Hills","US"
"216.24.45.37","162.92.181.77","443","UNKNOWN","US"
"92.118.160.9","162.92.128.150","8081","UNKNOWN","LT"
"65.131.17.101","162.92.181.77","443","Rock Springs","US"
"148.87.23.5","162.92.181.77","443","San Mateo","US"
"172.19.13.240","162.92.191.54","443","unknown","unknown"
"172.19.4.107","17.248.188.77","443","unknown","unknown"
"172.20.16.151","20.50.80.210","443","unknown","unknown"
"204.11.83.5","162.92.181.77","443","Miami Beach","US"
"104.114.79.77","162.92.181.37","443","UNKNOWN","US"
"160.3.97.91","162.92.181.77","443","Jerome","US"
"136.226.55.106","162.92.181.77","80","UNKNOWN","US"
"80.82.70.228","162.92.128.254","7001","Anse aux Pins","SC"
"107.115.17.113","162.92.181.77","80","UNKNOWN","US"
"162.92.191.82","146.112.239.236","443","UNKNOWN","US"
"23.35.70.190","10.244.9.123","443","UNKNOWN","US"
"92.63.197.83","162.92.128.235","3403","UNKNOWN","RU"
"138.204.70.183","10.244.9.77","80","Petrolina","BR"
"162.1.179.251","162.92.181.77","443","Bloomington","US"
"44.236.111.66","10.244.8.217","80","Boardman","US"
"172.19.5.220","3.224.174.59","443","unknown","unknown"
"172.19.4.242","17.248.188.108","443","unknown","unknown"
"92.63.197.83","162.92.128.0","3390","UNKNOWN","RU"
"162.92.191.85","20.42.65.85","443","UNKNOWN","US"
"162.92.191.149","162.92.181.36","443","UNKNOWN","US"
"8.22.67.7","162.92.181.77","443","Birmingham","US"
"139.162.8.54","162.92.128.74","138","Singapore","SG"
"172.19.4.202","52.13.142.199","443","unknown","unknown"
"89.248.168.112","162.92.128.2","9080","UNKNOWN","NL"
"195.133.18.24","162.92.128.20","22","UNKNOWN","RU"
"168.149.135.25","162.92.181.77","443","UNKNOWN","US"
"172.19.4.239","54.149.107.141","443","unknown","unknown"
"89.248.172.16","162.92.181.21","82","UNKNOWN","NL"
"172.19.4.14","23.192.228.12","443","unknown","unknown"
"222.186.19.235","162.92.128.105","81","UNKNOWN","CN"
"89.248.163.150","162.92.128.137","139","UNKNOWN","NL"
"35.138.167.146","162.92.181.77","443","Bradenton","US"
"172.20.13.118","185.46.212.88","9400","unknown","unknown"
"172.19.5.119","34.238.149.180","443","unknown","unknown"
"172.20.15.158","17.248.188.174","443","unknown","unknown"
"106.206.227.217","162.92.181.11","443","UNKNOWN","IN"
"92.63.197.83","162.92.181.63","3396","UNKNOWN","RU"
"155.190.3.5","162.92.181.77","443","UNKNOWN","RO"
"89.248.168.112","162.92.128.242","9080","UNKNOWN","NL"
"162.92.191.86","18.65.25.104","443","UNKNOWN","US"
"207.46.13.41","162.92.181.11","443","UNKNOWN","US"
"92.63.197.83","162.92.181.26","3396","UNKNOWN","RU"
"172.19.5.56","17.248.188.168","443","unknown","unknown"
"66.176.29.223","162.92.181.77","443","Miami","US"
"172.19.4.118","17.253.5.207","80","unknown","unknown"
"117.158.62.74","162.92.128.223","29267","UNKNOWN","CN"
"162.92.191.70","208.67.72.50","123","UNKNOWN","US"
"172.9.229.168","162.92.181.77","443","Arlington Heights","US"
"92.63.197.83","162.92.128.164","3392","UNKNOWN","RU"
"168.245.155.10","162.92.181.77","80","Belleville","US"
"89.248.165.52","162.92.181.55","4153","UNKNOWN","NL"
"99.136.88.40","162.92.181.77","443","Arlington","US"
"172.19.5.226","17.248.188.176","443","unknown","unknown"
"89.248.169.12","162.92.181.6","5900","UNKNOWN","NL"
"172.19.5.55","17.248.188.137","443","unknown","unknown"
"182.35.249.211","187.141.182.205","123","UNKNOWN","CN"
"172.19.5.80","17.248.188.140","443","unknown","unknown"
"172.19.5.201","20.189.173.1","443","unknown","unknown"
"165.225.230.101","162.92.181.11","443","UNKNOWN","US"
"162.92.191.80","44.240.48.158","443","UNKNOWN","US"
"73.254.85.241","162.92.181.77","443","Sammamish","US"
"89.248.169.12","162.92.128.171","5900","UNKNOWN","NL"
"40.71.11.136","162.92.181.36","443","Washington","US"
"96.6.117.35","10.245.9.118","443","UNKNOWN","US"
"174.215.17.36","162.92.181.77","443","Fremont","US"
"162.92.191.87","20.42.65.89","443","UNKNOWN","US"
"162.92.191.88","146.112.46.53","443","UNKNOWN","US"
"40.248.248.15","162.92.181.77","443","Indianapolis","US"
"162.92.191.82","13.69.116.104","443","UNKNOWN","US"
"117.158.62.74","162.92.128.199","25280","UNKNOWN","CN"
"89.248.168.112","162.92.128.51","9080","UNKNOWN","NL"
"23.41.15.145","10.244.8.208","443","UNKNOWN","US"
"92.63.197.83","162.92.181.31","3396","UNKNOWN","RU"
"92.118.161.37","162.92.128.65","47808","UNKNOWN","LT"
"54.203.193.46","10.244.8.217","80","Boardman","US"
"172.19.4.24","35.166.74.152","443","unknown","unknown"
"92.118.160.29","162.92.128.56","9997","UNKNOWN","LT"
"172.19.5.220","44.235.179.16","443","unknown","unknown"
"172.19.4.239","52.45.96.92","443","unknown","unknown"
"185.173.35.25","162.92.128.130","67","UNKNOWN","DE"
"208.85.195.82","162.92.181.77","443","Troy","US"
"98.254.224.68","162.92.181.77","443","Miami","US"
"172.58.142.243","162.92.181.77","80","Chicago","US"
"66.36.234.42","162.92.181.250","5060","Kansas City","US"
"87.250.224.108","10.245.9.118","443","UNKNOWN","RU"
"169.61.155.170","162.92.181.3","8789","UNKNOWN","US"
"92.63.197.83","162.92.128.11","3390","UNKNOWN","RU"
"172.19.4.107","104.123.69.187","443","unknown","unknown"
"89.248.165.52","162.92.181.5","57114","UNKNOWN","NL"
"107.189.1.106","10.242.126.48","80","Roost","LU"
"172.19.5.163","144.9.63.171","443","unknown","unknown"
"92.118.161.45","162.92.128.126","9091","UNKNOWN","LT"
"89.248.169.12","162.92.128.192","5900","UNKNOWN","NL"
"92.63.197.83","162.92.128.246","3400","UNKNOWN","RU"
"172.20.13.12","52.109.4.30","443","unknown","unknown"
"23.35.71.166","162.92.180.71","443","UNKNOWN","US"
"172.19.4.101","172.217.14.78","443","unknown","unknown"
"107.77.80.119","162.92.181.77","80","Houston","US"
"45.137.21.134","10.245.9.42","80","UNKNOWN","NL"
"162.92.191.85","40.79.197.35","443","UNKNOWN","US"
"199.195.169.187","162.92.181.77","137","Carlsbad","US"
"166.205.209.6","162.92.181.77","443","UNKNOWN","US"
"76.182.195.165","162.92.181.77","443","Flower Mound","US"
"180.245.159.43","10.244.9.156","80","Malang","ID"
"172.19.4.210","144.9.63.31","443","unknown","unknown"
"172.58.140.39","162.92.181.77","80","Chicago","US"
"172.20.12.21","13.89.178.26","443","unknown","unknown"
"24.251.8.20","162.92.177.7","80","Phoenix","US"
"172.19.5.56","142.250.217.142","443","unknown","unknown"
"185.173.35.17","162.92.128.152","30006","UNKNOWN","DE"
"72.246.52.159","10.244.8.217","443","UNKNOWN","US"
"172.19.5.183","216.58.195.66","443","unknown","unknown"
"8.37.11.66","162.92.181.77","443","Greenville","US"
"104.206.128.18","162.92.191.80","1028","Las Vegas","US"
"89.248.168.112","162.92.128.62","9080","UNKNOWN","NL"
"172.19.5.207","104.68.101.218","443","unknown","unknown"
"172.19.4.52","142.250.217.142","443","unknown","unknown"
"68.94.177.169","162.92.181.11","443","Hollywood","US"
"172.226.66.130","162.92.181.77","80","UNKNOWN","US"
"8.44.159.254","162.92.181.77","443","Longmont","US"
"96.6.117.35","10.234.21.27","443","UNKNOWN","US"
"185.220.100.245","10.245.9.230","443","UNKNOWN","DE"
"107.206.64.48","162.92.177.17","443","Hurst","US"
"136.49.126.180","162.92.181.77","443","Austin","US"
"209.141.42.122","187.141.181.218","123","Las Vegas","US"
"172.19.5.119","23.216.149.151","443","unknown","unknown"
"89.248.165.52","162.92.128.56","8086","UNKNOWN","NL"
"117.158.62.74","162.92.128.99","27956","UNKNOWN","CN"
"162.92.191.86","184.25.56.35","80","UNKNOWN","US"
"75.148.28.133","162.92.181.77","443","Bethesda","US"
"92.63.197.83","162.92.181.32","3418","UNKNOWN","RU"
"172.19.5.129","144.9.45.4","443","unknown","unknown"
"172.19.5.56","52.96.166.242","443","unknown","unknown"
"162.92.191.83","13.69.116.104","443","UNKNOWN","US"
"109.237.103.118","10.234.22.22","443","Bratsk","RU"
"172.19.5.97","144.9.63.31","443","unknown","unknown"
"92.63.197.83","162.92.176.17","3409","UNKNOWN","RU"
"162.92.191.82","13.69.239.72","443","UNKNOWN","US"
"139.177.194.140","162.92.181.62","138","UNKNOWN","US"
"89.248.169.12","162.92.128.150","5900","UNKNOWN","NL"
"68.80.52.46","10.245.8.67","80","King of Prussia","US"
"172.20.16.230","172.217.9.206","443","unknown","unknown"
"23.63.234.28","10.244.8.217","443","UNKNOWN","US"
"104.138.218.19","162.92.181.11","443","Winston-Salem","US"
"80.82.77.139","162.92.128.234","111","UNKNOWN","NL"
"169.61.155.178","162.92.181.3","8766","UNKNOWN","US"
"172.20.9.200","185.46.212.88","9400","unknown","unknown"
"162.92.191.86","52.182.141.63","443","UNKNOWN","US"
"89.248.169.12","162.92.128.156","5900","UNKNOWN","NL"
"89.248.168.112","162.92.128.150","9080","UNKNOWN","NL"
"69.31.138.101","10.97.124.224","443","UNKNOWN","US"
"172.19.4.55","17.248.188.71","443","unknown","unknown"
"73.24.167.18","162.92.181.11","443","Tucson","US"
"92.63.197.83","162.92.128.154","3392","UNKNOWN","RU"
"73.186.48.147","162.92.181.77","443","Monson","US"
"24.227.213.254","162.92.181.77","443","Austin","US"
"135.89.205.10","162.92.191.143","123","UNKNOWN","US"
"172.19.4.192","144.9.48.67","443","unknown","unknown"
"162.92.191.80","20.50.201.195","443","UNKNOWN","US"
"92.63.197.83","162.92.128.245","3403","UNKNOWN","RU"
"192.53.112.138","162.92.191.33","138","UNKNOWN","US"
"172.19.4.141","17.248.188.74","443","unknown","unknown"
"45.137.21.134","10.245.9.138","80","UNKNOWN","NL"
"96.71.155.66","162.92.181.77","80","Memphis","US"
"62.99.79.82","10.234.21.18","80","Gernika-Lumo","ES"
"165.225.230.124","162.92.181.11","443","UNKNOWN","US"
"144.174.212.127","162.92.181.77","443","Tallahassee","US"
"92.63.197.83","162.92.128.149","3392","UNKNOWN","RU"
"172.20.17.68","142.251.45.74","443","unknown","unknown"
"162.92.191.81","18.210.72.221","443","UNKNOWN","US"
"92.118.161.9","162.92.181.14","5909","UNKNOWN","LT"
"172.19.4.250","108.128.167.53","5223","unknown","unknown"
"172.19.4.82","17.248.174.11","443","unknown","unknown"
"80.82.70.228","162.92.177.13","222","Anse aux Pins","SC"
"172.19.5.161","17.248.188.175","443","unknown","unknown"
"89.248.168.112","162.92.181.66","9080","UNKNOWN","NL"
"5.51.224.29","162.92.181.77","443","Paris","FR"
"162.92.191.85","23.2.251.206","443","UNKNOWN","US"
"45.137.21.134","10.242.124.80","80","UNKNOWN","NL"
"92.63.197.83","162.92.128.49","3410","UNKNOWN","RU"
"3.218.236.95","10.244.8.217","443","Ashburn","US"
"46.148.20.13","162.92.181.58","10055","Kyiv","UA"
"172.225.29.22","162.92.181.77","80","UNKNOWN","US"
"172.19.5.19","162.92.181.57","8443","unknown","unknown"
"185.173.35.5","162.92.128.152","502","UNKNOWN","DE"
"172.19.4.99","17.248.188.179","443","unknown","unknown"
"189.234.245.36","162.92.181.11","443","Quer̩taro City","MX"
"109.237.103.9","10.97.124.174","80","Bratsk","RU"
"212.83.8.77","10.244.8.185","443","UNKNOWN","RU"
"207.255.79.175","162.92.181.77","443","Altoona","US"
"68.80.52.46","10.245.9.115","80","King of Prussia","US"
"67.4.94.119","162.92.181.77","443","Chaska","US"
"162.92.191.86","13.107.4.50","80","UNKNOWN","US"
"92.118.160.33","162.92.128.86","1234","UNKNOWN","LT"
"162.92.191.86","13.89.178.27","443","UNKNOWN","US"
"207.162.132.74","162.92.181.77","443","Tulsa","US"
"3.220.18.219","10.244.8.217","443","Ashburn","US"
"172.20.17.133","17.253.16.125","123","unknown","unknown"
"52.60.83.48","10.244.8.217","80","Montreal","CA"
"75.163.239.210","162.92.181.77","443","Colorado Springs","US"
"172.19.5.29","17.248.193.60","443","unknown","unknown"
"135.84.167.43","162.92.181.77","443","New York","US"
"68.229.244.24","162.92.181.77","443","Oklahoma City","US"
"92.118.160.37","162.92.176.19","44818","UNKNOWN","LT"
"68.9.238.171","162.92.181.77","443","Granby","US"
"76.182.178.212","162.92.181.77","443","Hilton Head Island","US"
"172.20.15.40","17.253.4.253","123","unknown","unknown"
"47.196.127.205","162.92.181.77","443","Brandon","US"
"104.140.188.30","162.92.128.35","8159","Las Vegas","US"
"172.19.5.163","144.9.61.36","443","unknown","unknown"
"172.20.13.12","20.189.173.12","443","unknown","unknown"
"172.20.15.29","10.244.9.59","80","unknown","unknown"
"172.20.17.133","20.42.65.88","443","unknown","unknown"
"89.248.168.112","162.92.181.7","9080","UNKNOWN","NL"
"92.63.197.83","162.92.128.143","3400","UNKNOWN","RU"
"63.247.146.130","162.92.181.77","443","Fort Myers","US"
"73.215.174.217","162.92.181.77","443","Willingboro","US"
"76.114.255.142","162.92.181.77","80","Alexandria","US"
"92.118.161.33","162.92.128.99","50070","UNKNOWN","LT"
"97.87.174.216","162.92.181.77","443","Carl Junction","US"
"89.248.169.12","162.92.128.7","5900","UNKNOWN","NL"
"184.31.1.46","10.244.9.27","443","Hernando","US"
"52.203.181.70","162.92.181.11","443","Ashburn","US"
"172.19.4.163","17.253.5.208","80","unknown","unknown"
"65.140.227.139","162.92.181.77","443","UNKNOWN","US"
"89.248.169.12","162.92.128.101","5900","UNKNOWN","NL"
"65.32.77.36","162.92.181.77","443","Parrish","US"
"72.201.250.149","162.92.177.7","443","Tempe","US"
"89.248.169.12","162.92.128.1","5900","UNKNOWN","NL"
"65.130.60.222","162.92.181.77","443","Salt Lake City","US"
"112.94.98.32","10.244.8.67","80","Guangzhou","CN"
"92.63.197.83","162.92.128.111","3403","UNKNOWN","RU"
"191.232.38.25","10.245.9.118","443","Campinas","BR"
"45.134.144.134","10.234.23.13","443","UNKNOWN","DE"
"172.19.4.239","52.114.128.96","443","unknown","unknown"
"92.63.197.83","162.92.181.16","3401","UNKNOWN","RU"
"99.14.148.205","162.92.181.77","443","Chapel Hill","US"
"63.148.202.154","162.92.181.77","443","Lady Lake","US"
"61.219.11.151","162.92.128.132","53","Taipei","TW"
"162.92.191.87","13.89.179.8","443","UNKNOWN","US"
"169.62.152.56","162.92.181.3","8794","UNKNOWN","US"
"162.92.191.85","20.42.65.90","443","UNKNOWN","US"
"89.248.165.52","162.92.128.3","8086","UNKNOWN","NL"
"178.237.205.175","10.244.8.168","80","UNKNOWN","RU"
"64.98.28.121","162.92.181.77","80","UNKNOWN","US"
"172.19.5.163","17.248.174.10","443","unknown","unknown"
"172.19.4.197","20.42.73.26","443","unknown","unknown"
"162.92.191.85","20.54.89.15","443","UNKNOWN","US"
"172.19.4.129","144.9.61.3","443","unknown","unknown"
"47.183.226.4","162.92.177.7","443","Irving","US"
"172.19.4.239","52.168.112.67","443","unknown","unknown"
"172.19.5.103","142.250.72.227","80","unknown","unknown"
"222.186.19.235","162.92.128.161","81","UNKNOWN","CN"
"152.3.34.82","162.92.181.77","443","Durham","US"
